[ExifTool, ExifTool, ExifTool]  - ExifTool Version Number: 5.31
[EXIF, InteropIFD, Image] 2 - Interoperability Version: 0100
[EXIF, ExifIFD, Camera] 41495 - Sensing Method: One-chip color area
[EXIF, ExifIFD, Image] 41728 - File Source: Digital Camera
[EXIF, ExifIFD, Image] 41729 - Scene Type: Directly photographed
[EXIF, ExifIFD, Image] 41730 - CFA Pattern: [Green,Blue][Red,Green]
[EXIF, ExifIFD, Image] 41985 - Custom Rendered: Normal
[EXIF, ExifIFD, Camera] 41986 - Exposure Mode: Auto
[EXIF, ExifIFD, Camera] 41987 - White Balance: Manual
[EXIF, ExifIFD, Camera] 41988 - Digital Zoom Ratio: 1
[EXIF, ExifIFD, Camera] 41989 - Focal Length In 35mm Format: 75
[EXIF, ExifIFD, Camera] 41990 - Scene Capture Type: Standard
[EXIF, ExifIFD, Camera] 41991 - Gain Control: Low gain up
[EXIF, ExifIFD, Camera] 41992 - Contrast: Normal
[EXIF, ExifIFD, Camera] 41993 - Saturation: Normal
[EXIF, ExifIFD, Camera] 41994 - Sharpness: Normal
[EXIF, ExifIFD, Camera] 41996 - Subject Distance Range: Unknown (0)
[EXIF, IFD1, Image] 259 - Compression: JPEG (old-style)
[EXIF, IFD1, Image] 282 - X Resolution: 300
[EXIF, IFD1, Image] 283 - Y Resolution: 300
[EXIF, IFD1, Image] 296 - Resolution Unit: inches
[EXIF, IFD1, Image] 513 - Thumbnail Offset: 3202
[EXIF, IFD1, Image] 514 - Thumbnail Length: 28
[EXIF, IFD1, Image] 531 - Y Cb Cr Positioning: Co-sited
[MakerNotes, Nikon, Camera] 1 - File System Version: 2.10
[MakerNotes, Nikon, Image] 2 - ISO Speed: 800
[MakerNotes, Nikon, Camera] 4 - Quality: Fine
[MakerNotes, Nikon, Camera] 5 - White Balance: Preset0
[MakerNotes, Nikon, Camera] 6 - Sharpness: Auto
[MakerNotes, Nikon, Camera] 7 - Focus Mode: AF-C
[MakerNotes, Nikon, Camera] 8 - Flash Setting: Normal
[MakerNotes, Nikon, Camera] 9 - Flash Type: 
[MakerNotes, Nikon, Camera] 11 - White Balance Fine Tune: 0
[MakerNotes, Nikon, Camera] 14 - Exposure Difference: 0.0
[MakerNotes, NikonPreview, Image] 259 - Compression: JPEG (old-style)
[MakerNotes, NikonPreview, Image] 282 - X Resolution: 300
[MakerNotes, NikonPreview, Image] 283 - Y Resolution: 300
[MakerNotes, NikonPreview, Image] 296 - Resolution Unit: inches
[MakerNotes, NikonPreview, Image] 513 - Preview Image Start: 3230
[MakerNotes, NikonPreview, Image] 514 - Preview Image Length: 26
[MakerNotes, NikonPreview, Image] 531 - Y Cb Cr Positioning: Co-sited
[MakerNotes, Nikon, Camera] 19 - ISO Setting: 800
[MakerNotes, Nikon, Camera] 22 - Image Boundary: 0 0 2464 1632
[MakerNotes, Nikon, Camera] 24 - Flash Exposure Bracket Value: 0.0
[MakerNotes, Nikon, Camera] 25 - Exposure Bracket Value: 0
[MakerNotes, Nikon, Camera] 29 - Serial Number: 3001006
[MakerNotes, Nikon, Camera] 129 - Tone Comp: Auto
[MakerNotes, Nikon, Camera] 131 - Lens Type: D
[MakerNotes, Nikon, Camera] 132 - Lens: 50mm f/1.8
[MakerNotes, Nikon, Camera] 135 - Flash Mode: Did Not Fire
[MakerNotes, Nikon, Camera] 136 - AF Point: Single Area, Center
[MakerNotes, Nikon, Camera] 137 - Shooting Mode: Delay
[MakerNotes, Nikon, Camera] 139 - Lens F Stops: 7.33
[MakerNotes, Nikon, Camera] 141 - Color Hue: Mode3
[MakerNotes, Nikon, Camera] 144 - Light Source: Colored
[MakerNotes, Nikon, Camera] 146 - Hue Adjustment: 0
[MakerNotes, Nikon, Camera] 149 - Noise Reduction: Off
[MakerNotes, Nikon, Camera] 151 - Color Balance Unknown: 0206[...]
[MakerNotes, Nikon, Camera] 154 - Sensor Pixel Size: 9.4 x 9.4 um
[MakerNotes, Nikon, Camera] 167 - Shutter Count: 2
[MakerNotes, Nikon, Camera] 170 - Saturation: Normal
[MakerNotes, Nikon, Camera] 0 - Lens Data Version: 0201
[MakerNotes, Nikon, Camera] 5 - AF Aperture: 1.9
[MakerNotes, Nikon, Camera] 8 - Focus Position: 17
[MakerNotes, Nikon, Camera] 9 - Focus Distance: 0.71 m
[MakerNotes, Nikon, Camera] 10 - Focal Length: 50.4mm
[MakerNotes, Nikon, Camera] 11 - Lens ID: AF Nikkor 50mm f/1.8D
[MakerNotes, Nikon, Camera] 12 - Lens F Stops: 7.33
[MakerNotes, Nikon, Camera] 13 - Min Focal Length: 50.4mm
[MakerNotes, Nikon, Camera] 14 - Max Focal Length: 50.4mm
[MakerNotes, Nikon, Camera] 15 - Max Aperture At Min Focal: 1.8
[MakerNotes, Nikon, Camera] 16 - Max Aperture At Max Focal: 1.8
[MakerNotes, Nikon, Camera] 17 - MCU Version: 122
[MakerNotes, Nikon, Camera] 18 - Effective Max Aperture: 1.8
[GPS, GPS, Location] 0 - GPS Version ID: 2.2.0.0
[Composite, Composite, Image]  - Aperture: 4.0
[Composite, Composite, Camera]  - Flash: Off
[Composite, Composite, Image]  - Image Size: 16x16
[Composite, Composite, Image]  - Preview Image: (Binary data 26 bytes)
[Composite, Composite, Camera]  - Scale Factor To 35mm Equivalent: 1.5
[Composite, Composite, Image]  - Shutter Speed: 1/125
[Composite, Composite, Image]  - Thumbnail Image: (Binary data 28 bytes)
[Composite, Composite, Camera]  - Focal Length: 50.0mm (35mm equivalent: 75.0mm)
[Composite, Composite, Camera]  - Lens: 50mm f/1.8 D
[Composite, Composite, Image]  - Shooting Date/Time: 2005:03:18 02:55:18.16
