[ExifTool, ExifTool, ExifTool]  - ExifTool Version Number: 5.64
[EXIF, ExifIFD, Camera] 37383 - Metering Mode: Multi-segment
[EXIF, ExifIFD, Camera] 37384 - Light Source: Unknown (0)
[EXIF, ExifIFD, Camera] 37385 - Flash: Auto, Fired, Return detected
[EXIF, ExifIFD, Camera] 37386 - Focal Length: 56.0mm
[EXIF, ExifIFD, Image] 37510 - User Comment: curve: fotogenics point and shoot   
[EXIF, ExifIFD, Time] 37520 - Sub Sec Time: 20
[EXIF, ExifIFD, Time] 37521 - Sub Sec Time Original: 20
[EXIF, ExifIFD, Time] 37522 - Sub Sec Time Digitized: 20
[EXIF, ExifIFD, Image] 40960 - Flashpix Version: 0100
[EXIF, ExifIFD, Image] 40961 - Color Space: Uncalibrated
[EXIF, ExifIFD, Image] 40962 - Exif Image Width: 3008
[EXIF, ExifIFD, Image] 40963 - Exif Image Length: 2000
[EXIF, InteropIFD, Image] 1 - Interoperability Index: R03
[EXIF, InteropIFD, Image] 2 - Interoperability Version: 0100
[EXIF, ExifIFD, Camera] 41495 - Sensing Method: One-chip color area
[EXIF, ExifIFD, Image] 41728 - File Source: Digital Camera
[EXIF, ExifIFD, Image] 41729 - Scene Type: Directly photographed
[EXIF, ExifIFD, Image] 41730 - CFA Pattern: [Blue,Green][Green,Red]
[EXIF, ExifIFD, Image] 41985 - Custom Rendered: Custom
[EXIF, ExifIFD, Camera] 41986 - Exposure Mode: Auto
[EXIF, ExifIFD, Camera] 41987 - White Balance: Auto
[EXIF, ExifIFD, Camera] 41988 - Digital Zoom Ratio: 1
[EXIF, ExifIFD, Camera] 41989 - Focal Length In 35mm Format: 84
[EXIF, ExifIFD, Camera] 41990 - Scene Capture Type: Standard
[EXIF, ExifIFD, Camera] 41991 - Gain Control: None
[EXIF, ExifIFD, Camera] 41992 - Contrast: Normal
[EXIF, ExifIFD, Camera] 41993 - Saturation: High
[EXIF, ExifIFD, Camera] 41994 - Sharpness: Hard
[EXIF, ExifIFD, Camera] 41996 - Subject Distance Range: Unknown (0)
[EXIF, ExifIFD, Image] 42240 - Gamma: 2.2
[MakerNotes, Nikon, Camera] 1 - Firmware Version: 2.10
[MakerNotes, Nikon, Image] 2 - ISO Speed: 200
[MakerNotes, Nikon, Camera] 4 - Quality: Fine
[MakerNotes, Nikon, Camera] 5 - White Balance: Auto
[MakerNotes, Nikon, Camera] 6 - Sharpness: Med.H
[MakerNotes, Nikon, Camera] 7 - Focus Mode: AF-S
[MakerNotes, Nikon, Camera] 8 - Flash Setting: Normal
[MakerNotes, Nikon, Camera] 9 - Flash Type: Built-in,TTL
[MakerNotes, Nikon, Camera] 11 - White Balance Fine Tune: 0
[MakerNotes, Nikon, Camera] 14 - Exposure Difference: -4.9
[MakerNotes, NikonPreview, Image] 259 - Compression: JPEG (old-style)
[MakerNotes, NikonPreview, Image] 282 - X Resolution: 300
[MakerNotes, NikonPreview, Image] 283 - Y Resolution: 300
[MakerNotes, NikonPreview, Image] 296 - Resolution Unit: inches
[MakerNotes, NikonPreview, Image] 513 - Preview Image Start: 2460
[MakerNotes, NikonPreview, Image] 514 - Preview Image Length: 0
[MakerNotes, NikonPreview, Image] 531 - Y Cb Cr Positioning: Co-sited
[MakerNotes, Nikon, Camera] 18 - Flash Exposure Compensation: -1.7
[MakerNotes, Nikon, Camera] 19 - ISO Setting: 200
[MakerNotes, Nikon, Camera] 22 - Image Boundary: 0 0 3008 2000
[MakerNotes, Nikon, Camera] 24 - Flash Exposure Bracket Value: 0.0
[MakerNotes, Nikon, Camera] 25 - Exposure Bracket Value: 0
[MakerNotes, Nikon, Camera] 129 - Tone Comp: CS
[MakerNotes, Nikon, Camera] 131 - Lens Type: G
[MakerNotes, Nikon, Camera] 132 - Lens: 18-70mm f/3.5-4.5
[MakerNotes, Nikon, Camera] 135 - Flash Mode: Fired, TTL Mode
[MakerNotes, Nikon, Camera] 136 - AF Point: Single Area, Center
[MakerNotes, Nikon, Camera] 137 - Shooting Mode: Continuous
[MakerNotes, Nikon, Camera] 139 - Lens F Stops: 5.33
[MakerNotes, Nikon, Camera] 141 - Color Hue: Mode2
[MakerNotes, Nikon, Camera] 144 - Light Source: Speedlight
[MakerNotes, Nikon, Camera] 146 - Hue Adjustment: 0
[MakerNotes, Nikon, Camera] 149 - Noise Reduction: Off
[MakerNotes, Nikon, Camera] 0 - Red Balance: 2.33203
[MakerNotes, Nikon, Camera] 1 - Blue Balance: 1.41016
[MakerNotes, Nikon, Camera] 0 - Lens Data Version: 0101
[MakerNotes, Nikon, Camera] 5 - AF Aperture: 4.6
[MakerNotes, Nikon, Camera] 8 - Focus Position: 33
[MakerNotes, Nikon, Camera] 9 - Focus Distance: 0.63 m
[MakerNotes, Nikon, Camera] 10 - Focal Length: 56.6mm
[MakerNotes, Nikon, Camera] 11 - Lens ID: AF-S DX Zoom-Nikkor 18-70mm f/3.5-4.5G IF-ED
[MakerNotes, Nikon, Camera] 12 - Lens F Stops: 5.33
[MakerNotes, Nikon, Camera] 13 - Min Focal Length: 18.3mm
[MakerNotes, Nikon, Camera] 14 - Max Focal Length: 71.3mm
[MakerNotes, Nikon, Camera] 15 - Max Aperture At Min Focal: 3.6
[MakerNotes, Nikon, Camera] 16 - Max Aperture At Max Focal: 4.5
[MakerNotes, Nikon, Camera] 17 - MCU Version: 132
[MakerNotes, Nikon, Camera] 18 - Effective Max Aperture: 4.5
[MakerNotes, Nikon, Camera] 154 - Sensor Pixel Size: 7.8 x 7.8 um
[MakerNotes, Nikon, Camera] 160 - Serial Number: No= 20025585
[MakerNotes, Nikon, Camera] 162 - Image Data Size: 2361498
[MakerNotes, Nikon, Camera] 167 - Shutter Count: 526
[MakerNotes, Nikon, Camera] 169 - Image Optimization: Custom
[MakerNotes, Nikon, Camera] 170 - Saturation: Enhanced
[MakerNotes, Nikon, Camera] 171 - Vari Program: 
[XMP, XMP-aux, Camera] Lens - Lens: 18-70mm f/3.5-4.5
[XMP, XMP-aux, Camera] SerialNumber - Serial Number: No= 20025585
[XMP, XMP-tiff, Image] Compression - Compression: JPEG (old-style)
[XMP, XMP-tiff, Image] ImageLength - Image Height: 47
[XMP, XMP-tiff, Image] ImageWidth - Image Width: 71
[Composite, Composite, Image]  - Aperture: 5.0
[Composite, Composite, Camera]  - Flash: On
[Composite, Composite, Image]  - Image Size: 16x16
[Composite, Composite, Camera]  - Lens: 18-70mm f/3.5-4.5 G
[Composite, Composite, Camera]  - Scale Factor To 35mm Equivalent: 1.5
[Composite, Composite, Image]  - Shutter Speed: 1/60
[Composite, Composite, Image]  - Circle Of Confusion: 0.020 mm
[Composite, Composite, Image]  - Depth of Field: 0.02 m (0.62 - 0.64)
[Composite, Composite, Camera]  - Focal Length: 56.0mm (35mm equivalent: 84.0mm)
[Composite, Composite, Image]  - Hyperfocal Distance: 31.31 m
[Composite, Composite, Image]  - Shooting Date/Time: 2005:01:14 08:57:59.20
