[ExifTool, ExifTool, ExifTool]  - ExifTool Version Number: 6.00
[MakerNotes, CanonRaw, Camera] 6155 - Camera Body No.: 0560018150
[MakerNotes, CanonRaw, Camera] 4124 - Base ISO: 100
[MakerNotes, CanonRaw, Camera] 2061 - ROM Operation Mode: USA
[MakerNotes, CanonRaw, Camera] 2059 - Canon Firmware Version: Firmware Version 1.1.1
[MakerNotes, Canon, Image] 1 - Focal Length: 24mm
[MakerNotes, Canon, Image] 2 - Focal Plane X Size: 23.22mm
[MakerNotes, Canon, Image] 3 - Focal Plane Y Size: 15.49mm
[MakerNotes, Canon, Image] 2 - ISO: 100
[MakerNotes, Canon, Image] 4 - Target Aperture: 3.6
[MakerNotes, Canon, Image] 5 - Target Exposure Time: 1/60
[MakerNotes, Canon, Image] 6 - Exposure Compensation: 0
[MakerNotes, Canon, Image] 7 - White Balance: Auto
[MakerNotes, Canon, Image] 8 - Slow Shutter: None
[MakerNotes, Canon, Image] 9 - Shot Number In Continuous Burst: 0
[MakerNotes, Canon, Image] 15 - Flash Exposure Compensation: +2/3
[MakerNotes, Canon, Image] 16 - Auto Exposure Bracketing: Off
[MakerNotes, Canon, Image] 17 - AEB Bracket Value: 0
[MakerNotes, Canon, Image] 19 - Focus Distance Upper: 1.42
[MakerNotes, Canon, Image] 20 - Focus Distance Lower: 1.19
[MakerNotes, Canon, Image] 21 - F Number: 3.6
[MakerNotes, Canon, Image] 22 - Exposure Time: 1/64
[MakerNotes, Canon, Image] 24 - Bulb Duration: 0
[MakerNotes, Canon, Image] 27 - Auto Rotate: None
[MakerNotes, Canon, Image] 29 - Self-timer 2: 0
[MakerNotes, Canon, Image] 3 - Bracket Mode: Off
[MakerNotes, Canon, Image] 4 - Bracket Value: 0
[MakerNotes, Canon, Image] 5 - Bracket Shot Number: 0
[MakerNotes, Canon, Camera] 1 - Macro Mode: Unknown (0)
[MakerNotes, Canon, Camera] 2 - Self-timer: 0
[MakerNotes, Canon, Camera] 3 - Image Quality: RAW
[MakerNotes, Canon, Camera] 4 - Canon Flash Mode: On
[MakerNotes, Canon, Camera] 5 - Continuous Drive: Continuous
[MakerNotes, Canon, Camera] 7 - Focus Mode: AI Focus AF
[MakerNotes, Canon, Camera] 10 - Canon Image Size: Large
[MakerNotes, Canon, Camera] 11 - Easy Mode: Manual
[MakerNotes, Canon, Camera] 12 - Digital Zoom: Unknown (-1)
[MakerNotes, Canon, Camera] 13 - Contrast: +1
[MakerNotes, Canon, Camera] 14 - Saturation: +1
[MakerNotes, Canon, Camera] 15 - Sharpness: +1
[MakerNotes, Canon, Camera] 16 - Camera ISO: Use shot ISO instead
[MakerNotes, Canon, Camera] 17 - Metering Mode: Evaluative
[MakerNotes, Canon, Camera] 18 - Focus Range: Not Known
[MakerNotes, Canon, Camera] 19 - AF Point: Manual AF point selection
[MakerNotes, Canon, Camera] 20 - Canon Exposure Mode: Program AE
[MakerNotes, Canon, Camera] 22 - Lens Type: Unknown (-1)
[MakerNotes, Canon, Camera] 23 - Long Focal: 55
[MakerNotes, Canon, Camera] 24 - Short Focal: 18
[MakerNotes, Canon, Camera] 25 - Focal Units: 1
[MakerNotes, Canon, Camera] 26 - Max Aperture: 3.6
[MakerNotes, Canon, Camera] 27 - Min Aperture: 22
[MakerNotes, Canon, Camera] 28 - Flash Activity: 0
[MakerNotes, Canon, Camera] 29 - Flash Bits: E-TTL, Built-in
[MakerNotes, Canon, Camera] 36 - Zoom Source Width: 3072
[MakerNotes, Canon, Camera] 37 - Zoom Target Width: 3072
[MakerNotes, Canon, Camera] 42 - Color Tone: Normal
[MakerNotes, CanonRaw, Camera] 6196 - Canon Model ID: EOS Digital Rebel / 300D / Kiss Digital
[MakerNotes, Canon, Image] 1 - Sensor Width: 3152
[MakerNotes, Canon, Image] 2 - Sensor Height: 2068
[MakerNotes, Canon, Image] 5 - Sensor Left Border: 72
[MakerNotes, Canon, Image] 6 - Sensor Top Border: 16
[MakerNotes, Canon, Image] 7 - Sensor Right Border: 3143
[MakerNotes, Canon, Image] 8 - Sensor Bottom Border: 2063
[MakerNotes, CanonRaw, Camera] 6197 - Decoder Table: 1 0 514 4120111
[MakerNotes, Canon, Image] 2 - Canon Image Width: 3072
[MakerNotes, Canon, Image] 3 - Canon Image Height: 2048
[MakerNotes, Canon, Image] 4 - Canon Image Width As Shot: 3072
[MakerNotes, Canon, Image] 5 - Canon Image Height As Shot: 2048
[MakerNotes, Canon, Image] 22 - AF Points Used: Center
[MakerNotes, CanonRaw, Camera] 4270 - Color Temperature: 5200
[MakerNotes, Canon, Camera] 0 - WB RGGB Levels Auto: 1740 832 831 931
[MakerNotes, Canon, Camera] 4 - WB RGGB Levels Daylight: 1722 832 831 989
[MakerNotes, Canon, Camera] 8 - WB RGGB Levels Shade: 2035 832 831 839
[MakerNotes, Canon, Camera] 12 - WB RGGB Levels Cloudy: 1878 832 831 903
[MakerNotes, Canon, Camera] 16 - WB RGGB Levels Tungsten: 1228 913 912 1668
[MakerNotes, Canon, Camera] 20 - WB RGGB Levels Fluorescent: 1506 842 841 1381
[MakerNotes, Canon, Camera] 24 - WB RGGB Levels Flash: 1964 832 831 877
[MakerNotes, Canon, Camera] 28 - WB RGGB Levels Custom: 1722 832 831 989
[MakerNotes, Canon, Camera] 32 - WB RGGB Levels Kelvin: 1722 832 831 988
[MakerNotes, CanonRaw, Camera] 4276 - Color Space: sRGB
[MakerNotes, CanonRaw, Image] 1 - Raw Jpg Quality: Fine
[MakerNotes, CanonRaw, Image] 2 - Raw Jpg Size: Medium
[MakerNotes, CanonRaw, Image] 3 - Raw Jpg Width: 2048
[MakerNotes, CanonRaw, Image] 4 - Raw Jpg Height: 1360
[MakerNotes, CanonRaw, Camera] 6203 - Serial Number Format: Format 1
[Composite, Composite, Image]  - Aperture: 3.6
[Composite, Composite, Camera]  - Flash Exposure Compensation: +2/3
[Composite, Composite, Camera]  - Drive Mode: Continuous shooting
[Composite, Composite, Camera]  - Flash: On
[Composite, Composite, Camera]  - Flash Type: Built-In Flash
[Composite, Composite, Image]  - Image Size: 3072x2048
[Composite, Composite, Camera]  - Lens: 18.0 - 55.0mm
[Composite, Composite, Camera]  - Red Eye Reduction: Off
[Composite, Composite, Camera]  - Scale Factor To 35mm Equivalent: 1.6
[Composite, Composite, Camera]  - Shooting Mode: Program AE
[Composite, Composite, Camera]  - Shutter Curtain Sync: 1st-curtain sync
[Composite, Composite, Image]  - Shutter Speed: 1/64
[Composite, Composite, Image]  - Circle Of Confusion: 0.019 mm
[Composite, Composite, Camera]  - Focal Length: 24.0mm (35mm equivalent: 37.2mm)
[Composite, Composite, Image]  - Hyperfocal Distance: 8.34 m
[Composite, Composite, Camera]  - Lens: 18.0 - 55.0mm (35mm equivalent: 27.9 - 85.3mm)
