[ExifTool, ExifTool, ExifTool]  - ExifTool Version Number: 4.51
[MakerNotes, Canon, Image] 15 - Flash Exposure Compensation: 0
[MakerNotes, Canon, Image] 16 - Auto Exposure Bracketing: Off
[MakerNotes, Canon, Image] 17 - AEB Bracket Value: 0
[MakerNotes, Canon, Image] 19 - Focus Distance Upper: -0.01
[MakerNotes, Canon, Image] 20 - Focus Distance Lower: 5.46
[MakerNotes, Canon, Image] 21 - Aperture Value: 14
[MakerNotes, Canon, Image] 22 - Shutter Speed: 128
[MakerNotes, Canon, Image] 24 - Bulb Duration: 4
[MakerNotes, Canon, Image] 29 - Self-timer 2: 0
[MakerNotes, Canon, Camera] 1 - Macro Mode: Unknown (0)
[MakerNotes, Canon, Camera] 2 - Self-timer: 0
[MakerNotes, Canon, Camera] 3 - Image Quality: RAW
[MakerNotes, Canon, Camera] 4 - Canon Flash Mode: Off
[MakerNotes, Canon, Camera] 5 - Continuous Drive: Continuous
[MakerNotes, Canon, Camera] 7 - Focus Mode: Manual Focus
[MakerNotes, Canon, Camera] 10 - Canon Image Size: Large
[MakerNotes, Canon, Camera] 11 - Easy Mode: Manual
[MakerNotes, Canon, Camera] 12 - Digital Zoom: Unknown (-1)
[MakerNotes, Canon, Camera] 13 - Contrast: +1
[MakerNotes, Canon, Camera] 14 - Saturation: +1
[MakerNotes, Canon, Camera] 15 - Sharpness: +1
[MakerNotes, Canon, Camera] 16 - Camera ISO: Use shot ISO instead
[MakerNotes, Canon, Camera] 17 - Metering Mode: Center-weighted averaging
[MakerNotes, Canon, Camera] 18 - Focus Type: Auto (2)
[MakerNotes, Canon, Camera] 19 - AF Point: Unknown (0)
[MakerNotes, Canon, Camera] 20 - Canon Exposure Mode: Manual
[MakerNotes, Canon, Camera] 22 - Lens Type: Unknown (-1)
[MakerNotes, Canon, Camera] 23 - Long Focal: 55
[MakerNotes, Canon, Camera] 24 - Short Focal: 18
[MakerNotes, Canon, Camera] 25 - Focal Units: 1
[MakerNotes, Canon, Camera] 28 - Flash Activity: 0
[MakerNotes, Canon, Camera] 29 - Flash Bits: On, Internal flash
[MakerNotes, Canon, Camera] 32 - Focus Continuous: Unknown (-1)
[MakerNotes, Canon, Camera] 36 - Zoomed Resolution: 3072
[MakerNotes, Canon, Camera] 37 - Zoomed Resolution Base: 3072
[MakerNotes, Canon, Camera] 42 - Color Tone: Normal
[MakerNotes, CanonRaw, Image] 1 - Sensor Width: 3152
[MakerNotes, CanonRaw, Image] 2 - Sensor Height: 2068
[MakerNotes, CanonRaw, Image] 5 - Sensor Left Border: 72
[MakerNotes, CanonRaw, Image] 6 - Sensor Top Border: 16
[MakerNotes, CanonRaw, Image] 7 - Sensor Right Border: 3143
[MakerNotes, CanonRaw, Image] 8 - Sensor Bottom Border: 2063
[MakerNotes, CanonRaw, Camera] 6197 - Decoder Table: 1 0 514 4120111
[MakerNotes, Canon, Image] 2 - Canon Image Width: 3072
[MakerNotes, Canon, Image] 3 - Canon Image Height: 2048
[MakerNotes, Canon, Image] 4 - Canon Image Width As Shot: 3072
[MakerNotes, Canon, Image] 5 - Canon Image Height As Shot: 2048
[MakerNotes, Canon, Image] 22 - AF Points Used: 1 (4)
[MakerNotes, Canon, Camera] 0 - Red Balance Auto: 2.09135
[MakerNotes, Canon, Camera] 1 - Blue Balance Auto: 0.89259
[MakerNotes, Canon, Camera] 2 - Red Balance Daylight: 2.06971
[MakerNotes, Canon, Camera] 3 - Blue Balance Daylight: 0.84024
[MakerNotes, Canon, Camera] 4 - Red Balance Cloudy: 2.44591
[MakerNotes, Canon, Camera] 5 - Blue Balance Cloudy: 0.99047
[MakerNotes, Canon, Camera] 6 - Red Balance Tungsten: 2.25721
[MakerNotes, Canon, Camera] 7 - Blue Balance Tungsten: 0.92027
[MakerNotes, Canon, Camera] 8 - Red Balance Fluorescent: 1.34502
[MakerNotes, Canon, Camera] 9 - Blue Balance Fluorescent: 0.54676
[MakerNotes, Canon, Camera] 10 - Red Balance Flash: 1.78860
[MakerNotes, Canon, Camera] 11 - Blue Balance Flash: 0.60898
[MakerNotes, Canon, Camera] 12 - Red Balance Custom: 2.36058
[MakerNotes, Canon, Camera] 13 - Blue Balance Custom: 0.94755
[MakerNotes, Canon, Camera] 14 - Red Balance B&W: 2.06971
[MakerNotes, Canon, Camera] 15 - Blue Balance B&W: 0.84024
[MakerNotes, Canon, Camera] 16 - Red Balance Shade: 2.06971
[MakerNotes, Canon, Camera] 17 - Blue Balance Shade: 0.84109
[MakerNotes, CanonRaw, Camera] 4276 - Color Space: sRGB
[Composite, Composite, Image]  - Aperture: 14.3
[Composite, Composite, Camera]  - Flash Exposure Compensation: 0
[Composite, Composite, Camera]  - Drive Mode: Continuous shooting
[Composite, Composite, Camera]  - Flash: On
[Composite, Composite, Camera]  - Flash Type: Built-In Flash
[Composite, Composite, Image]  - Image Size: 3072x2048
[Composite, Composite, Camera]  - Lens: 18.0 - 55.0mm
[Composite, Composite, Camera]  - Red Eye Reduction: Off
[Composite, Composite, Camera]  - Shooting Mode: Manual
[Composite, Composite, Camera]  - Shutter Curtain Sync: 1st-curtain sync
[Composite, Composite, Image]  - Shutter Speed: 4
[Composite, Composite, Camera]  - Focal Length: 34.0mm
[Composite, Composite, Camera]  - Lens: 18.0 - 55.0mm
