[ExifTool, ExifTool, ExifTool]  - ExifTool Version Number: 4.30
[EXIF, ExifIFD, Image] 41985 - Custom Rendered: Normal
[EXIF, ExifIFD, Camera] 41986 - Exposure Mode: Auto
[EXIF, ExifIFD, Camera] 41987 - White Balance: Auto
[EXIF, ExifIFD, Camera] 41988 - Digital Zoom Ratio: inf
[EXIF, ExifIFD, Camera] 41989 - Focal Length In 35mm Format: 62
[EXIF, ExifIFD, Camera] 41990 - Scene Capture Type: Standard
[EXIF, ExifIFD, Camera] 41991 - Gain Control: Low gain down
[EXIF, ExifIFD, Camera] 41992 - Contrast: Normal
[EXIF, ExifIFD, Camera] 41993 - Saturation: Normal
[EXIF, ExifIFD, Camera] 41994 - Sharpness: Normal
[EXIF, ExifIFD, Camera] 41996 - Subject Distance Range: Distant
[EXIF, IFD1, Image] 259 - Compression: JPEG (old-style)
[EXIF, IFD1, Image] 282 - X Resolution: 72
[EXIF, IFD1, Image] 283 - Y Resolution: 72
[EXIF, IFD1, Image] 296 - Resolution Unit: inches
[MakerNotes, Pentax, Camera] 1 - Pentax Mode: Night-scene
[MakerNotes, Pentax, Image] 2 - Preview Image Size: 320x240
[MakerNotes, Pentax, Image] 3 - Preview Image Length: 26
[MakerNotes, Pentax, Image] 4 - Preview Image Start: 1258
[MakerNotes, Pentax, Camera] 5 - Pentax 0x0005: 76140
[MakerNotes, Pentax, Camera] 6 - Pentax 0x0006: ....
[MakerNotes, Pentax, Camera] 7 - Pentax 0x0007: ;...
[MakerNotes, Pentax, Camera] 8 - Image Quality: Better
[MakerNotes, Pentax, Image] 9 - Pentax Image Size: 2048x1536
[MakerNotes, Pentax, Camera] 11 - Picture Mode: Not Selected
[MakerNotes, Pentax, Camera] 12 - Pentax 0x000c: 1
[MakerNotes, Pentax, Camera] 13 - Focus Mode: Normal
[MakerNotes, Pentax, Camera] 14 - Pentax 0x000e: 65535
[MakerNotes, Pentax, Camera] 15 - Pentax 0x000f: 5
[MakerNotes, Pentax, Camera] 16 - Pentax 0x0010: 2
[MakerNotes, Pentax, Camera] 18 - Pentax 0x0012: 216
[MakerNotes, Pentax, Camera] 19 - Pentax 0x0013: 56
[MakerNotes, Pentax, Camera] 20 - Pentax ISO: 50
[MakerNotes, Pentax, Camera] 21 - Pentax 0x0015: 26
[MakerNotes, Pentax, Camera] 22 - Pentax 0x0016: 50
[MakerNotes, Pentax, Camera] 23 - Metering Mode: Multi Segment
[MakerNotes, Pentax, Camera] 25 - White Balance: Tungsten
[MakerNotes, Pentax, Camera] 26 - Pentax 0x001a: 1
[MakerNotes, Pentax, Camera] 27 - Pentax 0x001b: 79
[MakerNotes, Pentax, Camera] 28 - Pentax 0x001c: 95
[MakerNotes, Pentax, Camera] 29 - Focal Length: 10.2mm
[MakerNotes, Pentax, Camera] 30 - Digital Zoom: 100
[MakerNotes, Pentax, Camera] 31 - Saturation: Low
[MakerNotes, Pentax, Camera] 32 - Contrast: Low
[MakerNotes, Pentax, Camera] 33 - Sharpness: Soft
[MakerNotes, Pentax, Camera] 34 - Pentax 0x0022: 1
[MakerNotes, Pentax, Camera] 35 - Pentax 0x0023: 20
[MakerNotes, Pentax, Camera] 36 - Pentax 0x0024: 5
[MakerNotes, Pentax, Camera] 37 - Pentax 0x0025: 1
[MakerNotes, Pentax, Camera] 38 - Pentax 0x0026: 1
[MakerNotes, Pentax, Camera] 39 - Pentax 0x0027: ....
[MakerNotes, Pentax, Camera] 42 - Pentax 0x002a: 2379
[MakerNotes, Pentax, Camera] 44 - Pentax 0x002c: 93
[MakerNotes, Pentax, Camera] 49 - Pentax 0x0031: 0
[MakerNotes, Pentax, Camera] 50 - Pentax 0x0032: 
[PrintIM, PrintIM, Printing] 1 - Print IM 0x0001: 0x00160016
[PrintIM, PrintIM, Printing] 2 - Print IM 0x0002: 0x01000000
[PrintIM, PrintIM, Printing] 256 - Print IM 0x0100: 0x05000000
[PrintIM, PrintIM, Printing] 257 - Print IM 0x0101: 0x01000000
[Composite, Composite, Image]  - Aperture: 5.6
[Composite, Composite, Camera]  - Flash: Off
[Composite, Composite, Image]  - Image Size: 160x120
[Composite, Composite, Image]  - Preview Image: (Binary data 26 bytes)
[Composite, Composite, Camera]  - Scale Factor To 35mm Equivalent: 6.1
[Composite, Composite, Image]  - Shutter Speed: 1/500
[Composite, Composite, Camera]  - Focal Length: 10.2mm (35mm equivalent: 62.0mm)
